country,happiness_score,economy_gdp_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,year,region
Bhutan,5.082,0.813,1.321,0.604,0.457,0.167,0.37,2019,NA
Cameroon,5.044,0.549,0.91,0.331,0.381,0.037,0.187,2019,Sub-Saharan Africa
Bulgaria,5.011,1.092,1.513,0.815,0.311,0.004,0.081,2019,Central and Eastern Europe
Ghana,4.996,0.611,0.868,0.486,0.381,0.04,0.245,2019,Sub-Saharan Africa
Ivory Coast,4.944,0.569,0.808,0.232,0.352,0.09,0.154,2019,Sub-Saharan Africa
Nepal,4.913,0.446,1.226,0.677,0.439,0.089,0.285,2019,South Asia
Jordan,4.906,0.837,1.225,0.815,0.383,0.13,0.11,2019,Middle East and North Africa
Benin,4.883,0.393,0.437,0.397,0.349,0.082,0.175,2019,Sub-Saharan Africa
Congo (Brazzaville),4.812,0.673,0.799,0.508,0.372,0.093,0.105,2019,Sub-Saharan Africa
Gabon,4.799,1.057,1.183,0.571,0.295,0.055,0.043,2019,Sub-Saharan Africa
Laos,4.796,0.764,1.03,0.551,0.547,0.164,0.266,2019,Southeast Asia
South Africa,4.722,0.96,1.351,0.469,0.389,0.055,0.13,2019,Sub-Saharan Africa
Albania,4.719,0.947,0.848,0.874,0.383,0.027,0.178,2019,Central and Eastern Europe
Venezuela,4.707,0.96,1.427,0.805,0.154,0.047,0.064,2019,Latin America and Caribbean
Cambodia,4.7,0.574,1.122,0.637,0.609,0.062,0.232,2019,Southeast Asia
Palestinian Territories,4.696,0.657,1.247,0.672,0.225,0.066,0.103,2019,Middle East and North Africa
Senegal,4.681,0.45,1.134,0.571,0.292,0.072,0.153,2019,Sub-Saharan Africa
Somalia,4.668,0,0.698,0.268,0.559,0.27,0.243,2019,NA
Namibia,4.639,0.879,1.313,0.477,0.401,0.056,0.07,2019,Sub-Saharan Africa
Niger,4.628,0.138,0.774,0.366,0.318,0.102,0.188,2019,Sub-Saharan Africa
Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.113,0.177,2019,Sub-Saharan Africa
Armenia,4.559,0.85,1.055,0.815,0.283,0.064,0.095,2019,Commonwealth of Independent States
Iran,4.548,1.1,0.842,0.785,0.305,0.125,0.27,2019,Middle East and North Africa
Guinea,4.534,0.38,0.829,0.375,0.332,0.086,0.207,2019,Sub-Saharan Africa
Georgia,4.519,0.886,0.666,0.752,0.346,0.164,0.043,2019,Commonwealth of Independent States
Gambia,4.516,0.308,0.939,0.428,0.382,0.167,0.269,2019,Sub-Saharan Africa
Kenya,4.509,0.512,0.983,0.581,0.431,0.053,0.372,2019,Sub-Saharan Africa
Mauritania,4.49,0.57,1.167,0.489,0.066,0.088,0.106,2019,Sub-Saharan Africa
Mozambique,4.466,0.204,0.986,0.39,0.494,0.138,0.197,2019,Sub-Saharan Africa
Tunisia,4.461,0.921,1,0.815,0.167,0.055,0.059,2019,Middle East and North Africa
Bangladesh,4.456,0.562,0.928,0.723,0.527,0.143,0.166,2019,South Asia
Iraq,4.437,1.043,0.98,0.574,0.241,0.089,0.148,2019,Middle East and North Africa
Congo (Kinshasa),4.418,0.094,1.125,0.357,0.269,0.053,0.212,2019,NA
Mali,4.39,0.385,1.105,0.308,0.327,0.052,0.153,2019,Sub-Saharan Africa
Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.045,0.252,2019,Sub-Saharan Africa
Sri Lanka,4.366,0.949,1.265,0.831,0.47,0.047,0.244,2019,South Asia
Myanmar,4.36,0.71,1.181,0.555,0.525,0.172,0.566,2019,Southeast Asia
Chad,4.35,0.35,0.766,0.192,0.174,0.078,0.198,2019,Sub-Saharan Africa
Ukraine,4.332,0.82,1.39,0.739,0.178,0.01,0.187,2019,Commonwealth of Independent States
Ethiopia,4.286,0.336,1.033,0.532,0.344,0.1,0.209,2019,Sub-Saharan Africa
Swaziland,4.212,0.811,1.149,0,0.313,0.135,0.074,2019,Sub-Saharan Africa
Uganda,4.189,0.332,1.069,0.443,0.356,0.06,0.252,2019,Sub-Saharan Africa
Egypt,4.166,0.913,1.039,0.644,0.241,0.067,0.076,2019,Middle East and North Africa
Zambia,4.107,0.578,1.058,0.426,0.431,0.087,0.247,2019,Sub-Saharan Africa
Togo,4.085,0.275,0.572,0.41,0.293,0.085,0.177,2019,Sub-Saharan Africa
India,4.015,0.755,0.765,0.588,0.498,0.085,0.2,2019,South Asia
Liberia,3.975,0.073,0.922,0.443,0.37,0.033,0.233,2019,Sub-Saharan Africa
Comoros,3.973,0.274,0.757,0.505,0.142,0.078,0.275,2019,Sub-Saharan Africa
Madagascar,3.933,0.274,0.916,0.555,0.148,0.041,0.169,2019,Sub-Saharan Africa
Lesotho,3.802,0.489,1.169,0.168,0.359,0.093,0.107,2019,Sub-Saharan Africa
Burundi,3.775,0.046,0.447,0.38,0.22,0.18,0.176,2019,Sub-Saharan Africa
Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.089,0.151,2019,Sub-Saharan Africa
Haiti,3.597,0.323,0.688,0.449,0.026,0.11,0.419,2019,Latin America and Caribbean
Botswana,3.488,1.041,1.145,0.538,0.455,0.1,0.025,2019,Sub-Saharan Africa
Syria,3.462,0.619,0.378,0.44,0.013,0.141,0.331,2019,NA
Malawi,3.41,0.191,0.56,0.495,0.443,0.089,0.218,2019,Sub-Saharan Africa
Yemen,3.38,0.287,1.163,0.463,0.143,0.077,0.108,2019,Middle East and North Africa
Rwanda,3.334,0.359,0.711,0.614,0.555,0.411,0.217,2019,Sub-Saharan Africa
Tanzania,3.231,0.476,0.885,0.499,0.417,0.147,0.276,2019,Sub-Saharan Africa
Afghanistan,3.203,0.35,0.517,0.361,0,0.025,0.158,2019,South Asia
Central African Republic,3.083,0.026,0,0.105,0.225,0.035,0.235,2019,NA
South Sudan,2.853,0.306,0.575,0.295,0.01,0.091,0.202,2019,NA
Finland,7.808700084686279,1.2851895093917847,1.4995259046554565,0.9612714052200317,0.6623167395591736,0.4778572618961334,0.15967044234275818,2020,Western Europe
Denmark,7.645599842071533,1.3269485235214233,1.5034492015838623,0.9793325662612915,0.6650398969650269,0.4952603280544281,0.24279339611530304,2020,Western Europe
Switzerland,7.559899806976318,1.3907742500305176,1.4724034070968628,1.040533185005188,0.6289544701576233,0.4079459011554718,0.2690557539463043,2020,Western Europe
Iceland,7.504499912261963,1.3265016078948975,1.5475674867630005,1.0008434057235718,0.6619807481765747,0.14454077184200287,0.36233022809028625,2020,Western Europe
Norway,7.48799991607666,1.424207329750061,1.4951725006103516,1.0080718994140625,0.6702008843421936,0.43410056829452515,0.28798508644104004,2020,Western Europe
Netherlands,7.44890022277832,1.3389463424682617,1.4636459350585938,0.9756753444671631,0.6136264801025391,0.3685697615146637,0.3363175690174103,2020,Western Europe
Sweden,7.353499889373779,1.3222352266311646,1.4333477020263672,0.9864704608917236,0.6502977013587952,0.44206637144088745,0.2728278934955597,2020,Western Europe
New Zealand,7.299600124359131,1.2423179149627686,1.4872183799743652,1.0081382989883423,0.6467899084091187,0.46126827597618103,0.3257262110710144,2020,North America and ANZ
Austria,7.2941999435424805,1.3172855377197266,1.4374449253082275,1.0009335279464722,0.603368878364563,0.28125613927841187,0.25550976395606995,2020,Western Europe
Luxembourg,7.237500190734863,1.536676049232483,1.387528419494629,0.9864426851272583,0.6101370453834534,0.3670414686203003,0.19595392048358917,2020,Western Europe
Canada,7.232100009918213,1.301647663116455,1.435391902923584,1.0225019454956055,0.6440281271934509,0.35170185565948486,0.28152891993522644,2020,North America and ANZ
Australia,7.222799777984619,1.310396432876587,1.4771462678909302,1.022607684135437,0.6218771934509277,0.3359964191913605,0.32497361302375793,2020,North America and ANZ
United Kingdom,7.1645002365112305,1.2730610370635986,1.4578449726104736,0.9757000803947449,0.5251686573028564,0.32260164618492126,0.3734334409236908,2020,Western Europe
Israel,7.128600120544434,1.2164636850357056,1.4032567739486694,1.008052945137024,0.42069947719573975,0.09989845007658005,0.26686179637908936,2020,Middle East and North Africa
Costa Rica,7.121399879455566,0.9811077117919922,1.3748536109924316,0.9396353363990784,0.6450177431106567,0.09636209160089493,0.13126631081104279,2020,Latin America and Caribbean
Ireland,7.093699932098389,1.4468867778778076,1.470596432685852,0.9756706953048706,0.5877799391746521,0.37343326210975647,0.29542699456214905,2020,Western Europe
Germany,7.075799942016602,1.314184546470642,1.3685437440872192,0.9721148014068604,0.5642741322517395,0.3093622922897339,0.2520377039909363,2020,Western Europe
United States,6.939599990844727,1.373986840248108,1.4047867059707642,0.8316180109977722,0.5346082448959351,0.15228474140167236,0.29814305901527405,2020,North America and ANZ
Czech Republic,6.910900115966797,1.2123223543167114,1.4052866697311401,0.8945644497871399,0.5057445764541626,0.049803223460912704,0.0463259294629097,2020,Central and Eastern Europe
Belgium,6.863500118255615,1.2958427667617798,1.3986775875091553,0.9649011492729187,0.49980542063713074,0.20872405171394348,0.14696615934371948,2020,Western Europe
United Arab Emirates,6.790800094604492,1.4310864210128784,1.2511709928512573,0.7878144383430481,0.6529361009597778,0.22021351754665375,0.28065598011016846,2020,Middle East and North Africa
Malta,6.772799968719482,1.2525132894515991,1.4429569244384766,0.9720420241355896,0.6332390308380127,0.17886407673358917,0.34118083119392395,2020,Western Europe
France,6.66379976272583,1.2681293487548828,1.4588391780853271,1.0297142267227173,0.5140509009361267,0.22730323672294617,0.11260770261287689,2020,Western Europe
Mexico,6.465000152587891,1.0243874788284302,1.226333498954773,0.8316010236740112,0.5538925528526306,0.08313366770744324,0.08309448510408401,2020,Latin America and Caribbean
Taiwan Province of China,6.455399990081787,1.3274705410003662,1.3577606678009033,0.8784379959106445,0.44940438866615295,0.13151635229587555,0.1505987048149109,2020,East Asia
Uruguay,6.440100193023682,1.0710004568099976,1.4250811338424683,0.8569288849830627,0.5942670702934265,0.19342507421970367,0.13214369118213654,2020,Latin America and Caribbean
Saudi Arabia,6.406499862670898,1.334328532218933,1.3099501132965088,0.7598181366920471,0.5484774708747864,0.163322314620018,0.08744068443775177,2020,Middle East and North Africa
Spain,6.400899887084961,1.2305352687835693,1.4210991859436035,1.0513430833816528,0.42598381638526917,0.10957977920770645,0.1653054803609848,2020,Western Europe
Guatemala,6.398900032043457,0.7538157105445862,1.174267053604126,0.7059525847434998,0.6131467223167419,0.09836030006408691,0.1706116646528244,2020,Latin America and Caribbean
Italy,6.387400150299072,1.236396074295044,1.3472959995269775,1.0225049257278442,0.3213055729866028,0.040145598351955414,0.17026621103286743,2020,Western Europe
Singapore,6.377099990844727,1.5195801258087158,1.3954569101333618,1.1378142833709717,0.6353172063827515,0.5331622362136841,0.21877090632915497,2020,Southeast Asia
Brazil,6.3755998611450195,0.9526798725128174,1.363464117050171,0.7661190629005432,0.48329272866249084,0.10651860386133194,0.13167458772659302,2020,Latin America and Caribbean
Slovenia,6.363399982452393,1.2086524963378906,1.4646776914596558,0.9325480461120605,0.6467001438140869,0.07651632279157639,0.14570149779319763,2020,Central and Eastern Europe
El Salvador,6.348299980163574,0.7489404082298279,1.149397611618042,0.7527300119400024,0.5240439176559448,0.11703035235404968,0.11893630027770996,2020,Latin America and Caribbean
Kosovo,6.325200080871582,0.8404813408851624,1.1839628219604492,0.6727091670036316,0.557280421257019,0.008559023961424828,0.325286865234375,2020,Central and Eastern Europe
Panama,6.304800033569336,1.0976678133010864,1.376149296760559,0.8785465359687805,0.5798497796058655,0.054230526089668274,0.09720730781555176,2020,Latin America and Caribbean
Slovakia,6.280600070953369,1.1948376893997192,1.4243311882019043,0.8534652590751648,0.4235425293445587,0.011291440576314926,0.11672977358102798,2020,Central and Eastern Europe
Uzbekistan,6.257599830627441,0.6966529488563538,1.4340200424194336,0.7167037129402161,0.6932703256607056,0.28026026487350464,0.3633110225200653,2020,Commonwealth of Independent States
Chile,6.228499889373779,1.0969924926757812,1.3232868909835815,0.8892608284950256,0.4174822270870209,0.06284935027360916,0.15557900071144104,2020,Latin America and Caribbean
Bahrain,6.22730016708374,1.2966922521591187,1.3153237104415894,0.8388363718986511,0.6103999018669128,0.12669725716114044,0.28745371103286743,2020,Middle East and North Africa
Lithuania,6.2154998779296875,1.1935596466064453,1.4328657388687134,0.7954211831092834,0.4204607903957367,0.08135027438402176,0.053691040724515915,2020,Central and Eastern Europe
Trinidad and Tobago,6.19189977645874,1.167641520500183,1.4073262214660645,0.6588285565376282,0.5529311299324036,0.01507839560508728,0.1993582546710968,2020,NA
Poland,6.186299800872803,1.1692291498184204,1.3103997707366943,0.8680384755134583,0.557903528213501,0.16054125130176544,0.06337424367666245,2020,Central and Eastern Europe
Colombia,6.163400173187256,0.9322037100791931,1.3344509601593018,0.8100201487541199,0.5268900394439697,0.04584836959838867,0.09237409383058548,2020,Latin America and Caribbean
Cyprus,6.158999919891357,1.2127994298934937,1.1491707563400269,1.0261245965957642,0.45938587188720703,0.05120714381337166,0.22793233394622803,2020,Western Europe
Nicaragua,6.1371002197265625,0.6200331449508667,1.270812749862671,0.8030932545661926,0.5601173043251038,0.17408457398414612,0.2128714770078659,2020,Latin America and Caribbean
Romania,6.123700141906738,1.1204016208648682,1.194438099861145,0.7922948598861694,0.5348523259162903,8.295688312500715e-4,0.06818161904811859,2020,Central and Eastern Europe
Kuwait,6.102099895477295,1.4248336553573608,1.2447798252105713,0.7764689326286316,0.5702614188194275,0.11281493306159973,0.13275109231472015,2020,Middle East and North Africa
Mauritius,6.10129976272583,1.0736639499664307,1.3956668376922607,0.7633894085884094,0.5908381342887878,0.08408822864294052,0.18689455091953278,2020,Sub-Saharan Africa
Kazakhstan,6.0578999519348145,1.1225942373275757,1.4532676935195923,0.6987889409065247,0.497432142496109,0.1104636862874031,0.15371379256248474,2020,Commonwealth of Independent States
Estonia,6.0218000411987305,1.1924412250518799,1.4532325267791748,0.842615008354187,0.5766648054122925,0.20176681876182556,0.12513674795627594,2020,Central and Eastern Europe
Philippines,6.00600004196167,0.7751206755638123,1.2453817129135132,0.6021894812583923,0.6219151616096497,0.13038572669029236,0.12926021218299866,2020,Southeast Asia
Hungary,6.000400066375732,1.1643071174621582,1.4230093955993652,0.8067938685417175,0.38640180230140686,0.02754817344248295,0.0704912394285202,2020,Central and Eastern Europe
Thailand,5.998799800872803,1.0070292949676514,1.3475195169448853,0.7938558459281921,0.6094498038291931,0.031837861984968185,0.3767090141773224,2020,Southeast Asia
Argentina,5.974699974060059,1.0284656286239624,1.3725436925888062,0.8497737050056458,0.5208403468132019,0.060415059328079224,0.07010047137737274,2020,Latin America and Caribbean
Honduras,5.953199863433838,0.5987635850906372,1.18666410446167,0.7919899821281433,0.5681480765342712,0.08680710196495056,0.25652819871902466,2020,Latin America and Caribbean
Latvia,5.949999809265137,1.1413954496383667,1.4143987894058228,0.7779024243354797,0.32919880747795105,0.09039152413606644,0.07540794461965561,2020,Central and Eastern Europe
Ecuador,5.92519998550415,0.8533836007118225,1.2210276126861572,0.838837742805481,0.5552345514297485,0.08675338327884674,0.1150064766407013,2020,Latin America and Caribbean
Portugal,5.910900115966797,1.1688008308410645,1.339530348777771,0.9793152809143066,0.5898951888084412,0.027733465656638145,0.053036946803331375,2020,Western Europe
Jamaica,5.889800071716309,0.7790583968162537,1.4082891941070557,0.7884340882301331,0.5531246066093445,0.03014778532087803,0.11626849323511124,2020,Latin America and Caribbean
South Korea,5.872399806976318,1.2453006505966187,1.1335605382919312,1.0225425958633423,0.2593563497066498,0.09459628164768219,0.17030386626720428,2020,East Asia
Japan,5.870800018310547,1.2667241096496582,1.3323386907577515,1.0728813409805298,0.49546587467193604,0.18143963813781738,0.035711780190467834,2020,East Asia
Peru,5.796800136566162,0.9185491800308228,1.2084059715270996,0.8244441747665405,0.5132100582122803,0.02703266032040119,0.0916118174791336,2020,Latin America and Caribbean
Serbia,5.778200149536133,0.9881818294525146,1.3274489641189575,0.8284032940864563,0.3954284191131592,0.05944714695215225,0.15028288960456848,2020,Central and Eastern Europe
Bolivia,5.747499942779541,0.7309763431549072,1.1423505544662476,0.6624456644058228,0.5744644999504089,0.07294263690710068,0.13837507367134094,2020,Latin America and Caribbean
Pakistan,5.693299770355225,0.6167994737625122,0.8729795813560486,0.46993324160575867,0.40542173385620117,0.12259212136268616,0.22870506346225739,2020,South Asia
Paraguay,5.6921000480651855,0.8979908227920532,1.3681975603103638,0.7358696460723877,0.5865100622177124,0.06507737934589386,0.20429924130439758,2020,Latin America and Caribbean
Dominican Republic,5.689199924468994,0.9831918478012085,1.3288888931274414,0.741901695728302,0.562873899936676,0.11594568192958832,0.11219678074121475,2020,Latin America and Caribbean
Bosnia and Herzegovina,5.674099922180176,0.918395459651947,1.2039865255355835,0.8139281868934631,0.30536574125289917,0.001172487041912973,0.26400524377822876,2020,Central and Eastern Europe
Moldova,5.607500076293945,0.707916796207428,1.2373121976852417,0.7132994532585144,0.38957148790359497,0.014378744177520275,0.17404918372631073,2020,Commonwealth of Independent States
Tajikistan,5.555699825286865,0.4748746156692505,1.218377709388733,0.680594801902771,0.5211411714553833,0.22177991271018982,0.1824171245098114,2020,Commonwealth of Independent States
Montenegro,5.54610013961792,1.0101500749588013,1.265657901763916,0.8390288949012756,0.3032238483428955,0.09843511134386063,0.1490103304386139,2020,Central and Eastern Europe
Russia,5.546000003814697,1.1269996166229248,1.3786441087722778,0.6804459095001221,0.3994995951652527,0.045699361711740494,0.09904191642999649,2020,Commonwealth of Independent States
Kyrgyzstan,5.541500091552734,0.5131809711456299,1.3410366773605347,0.6806458830833435,0.6146177649497986,0.03046669065952301,0.3013707399368286,2020,Commonwealth of Independent States
Belarus,5.539899826049805,1.0188544988632202,1.3871393203735352,0.7525885701179504,0.29075586795806885,0.19360743463039398,0.08993306010961533,2020,Commonwealth of Independent States
North Cyprus,5.5355000495910645,1.2127994298934937,1.1830891370773315,1.0261245965957642,0.47788572311401367,0.19980290532112122,0.19916005432605743,2020,Western Europe
Greece,5.514999866485596,1.1280701160430908,1.1689735651016235,0.9794317483901978,0.17351634800434113,0.0488443523645401,0,2020,Western Europe
Hong Kong S.A.R. of China,5.51039981842041,1.3767460584640503,1.2435842752456665,1.136630654335022,0.45935651659965515,0.3324854373931885,0.2882809042930603,2020,East Asia
Croatia,5.504700183868408,1.1090242862701416,1.3112648725509644,0.900575578212738,0.3814568817615509,0.012325005605816841,0.11399897933006287,2020,Central and Eastern Europe
Libya,5.488800048828125,1.021913766860962,1.1962836980819702,0.6156266331672668,0.451354056596756,0.17225807905197144,0.14275769889354706,2020,Middle East and North Africa
Mongolia,5.456200122833252,0.9048727750778198,1.4589306116104126,0.6157881617546082,0.35570311546325684,0.04653312638401985,0.2638857364654541,2020,East Asia
Malaysia,5.384300231933594,1.1684216260910034,1.1740022897720337,0.7885118722915649,0.5969415307044983,0.062163133174180984,0.2748861610889435,2020,Southeast Asia
Vietnam,5.353499889373779,0.7180923819541931,1.2530747652053833,0.819133996963501,0.6508355736732483,0.08984845876693726,0.13648872077465057,2020,Southeast Asia
Indonesia,5.285600185394287,0.891720712184906,1.1548008918762207,0.6104370355606079,0.5681614279747009,0.03827861323952675,0.5426465272903442,2020,Southeast Asia
Ivory Coast,5.23330020904541,0.5370944142341614,0.7997272610664368,0.15494251251220703,0.3971225321292877,0.09349579364061356,0.1699155867099762,2020,Sub-Saharan Africa
Benin,5.216000080108643,0.36624470353126526,0.3524284362792969,0.3280629515647888,0.4058398902416229,0.12593187391757965,0.19667042791843414,2020,Sub-Saharan Africa
Maldives,5.1975998878479,0.9378643035888672,1.4022876024246216,0.9144395589828491,0.5482036471366882,0.07190649211406708,0.22419825196266174,2020,South Asia
Congo (Brazzaville),5.194399833679199,0.6336167454719543,0.7576360106468201,0.4581011235713959,0.3865143954753876,0.11867078393697739,0.11721601337194443,2020,Sub-Saharan Africa
Azerbaijan,5.16480016708374,0.9902727007865906,1.1806130409240723,0.7311340570449829,0.4677347242832184,0.2473071813583374,0.040113214403390884,2020,Commonwealth of Independent States
Macedonia,5.159800052642822,0.935371994972229,1.1831735372543335,0.8029941320419312,0.410224586725235,0.02459505945444107,0.18586353957653046,2020,NA
Ghana,5.1479997634887695,0.575862467288971,0.9663679599761963,0.43216225504875183,0.4772900640964508,0.0565703809261322,0.2612912058830261,2020,Sub-Saharan Africa
Nepal,5.137199878692627,0.4440503716468811,1.1007893085479736,0.6688793897628784,0.4806082546710968,0.12750296294689178,0.3009718060493469,2020,South Asia
Turkey,5.131800174713135,1.1271692514419556,1.1971591711044312,0.7813352942466736,0.25440075993537903,0.12098324298858643,0.08588556945323944,2020,Middle East and North Africa
China,5.123899936676025,0.9905334115028381,1.1320806741714478,0.86724853515625,0.6016051173210144,0.1172555536031723,0.07902104407548904,2020,East Asia
Turkmenistan,5.119100093841553,1.0089635848999023,1.5104769468307495,0.6124480366706848,0.5152366757392883,0.03350389003753662,0.3231293261051178,2020,Commonwealth of Independent States
